Exercise Index,Progress Level,gpt-4o-mini Ranking,gemini-2.5-flash Ranking,qwen-plus Ranking,claude-3-5-haiku Ranking,Best,Mid,Worst
65,7th grade (12 yo),{},"{'en': 2, 'ar': 3, 'de': 1}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 3, 'de': 2}",en,de,ar
66,8th grade (13yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
67,8th grade (13yo),{},"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,TIE
68,8th grade (13yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,ar
69,8th grade (13yo),{},"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",ar,de,TIE
70,8th grade (13yo),{},"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}",en,TIE,de
71,8th grade (13yo),{},"{'en': 1, 'de': 3, 'ar': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
72,9th grade (14yo),{},"{'de': 3, 'ar': 2, 'en': 1}","{'de': 1, 'ar': 3, 'en': 2}","{'de': 1, 'ar': 3, 'en': 2}",de,en,ar
73,9th grade (14yo),{},"{'en': 2, 'ar': 3, 'de': 1}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
74,9th grade (14yo),{},"{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 2, 'de': 3}",en,de,ar
75,9th grade (14yo),{},"{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 2, 'de': 3}",en,de,ar
76,10th grade (15yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",en,de,ar
77,10th grade (15yo),{},"{'en': 1, 'de': 3, 'ar': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
78,10th grade (15yo),{},"{'ar': 3, 'en': 2, 'de': 1}","{'ar': 3, 'en': 2, 'de': 1}","{'ar': 1, 'en': 2, 'de': 3}",de,en,ar
79,10th grade (15yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
80,2nd grade (7yo),{},"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}",en,ar,de
81,2nd grade (7yo),{},"{'ar': 2, 'de': 1, 'en': 3}","{'ar': 3, 'de': 1, 'en': 2}","{'ar': 2, 'de': 3, 'en': 1}",de,ar,TIE
82,2nd grade (7yo),{},"{'en': 3, 'de': 1, 'ar': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
83,2nd grade (7yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 3, 'en': 1, 'ar': 2}","{'de': 2, 'en': 1, 'ar': 3}",en,de,ar
84,2nd grade (7yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,ar
85,4th grade (9yo),{},"{'en': 1, 'de': 3, 'ar': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
86,4th grade (9yo),{},"{'de': 1, 'ar': 3, 'en': 2}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 3, 'en': 2}",de,en,ar
87,4th grade (9yo),{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 3, 'de': 2}",en,ar,de
88,6th grade (11yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,ar
89,6th grade (11yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
90,6th grade (11yo),{},"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}",en,ar,de
91,6th grade (11yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 3, 'en': 1, 'ar': 2}","{'de': 1, 'en': 2, 'ar': 3}",en,TIE,ar
92,6th grade (11yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'ar': 3, 'en': 2}",de,en,ar
93,7th grade (12 yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",en,de,ar
94,7th grade (12 yo),{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
95,7th grade (12 yo),{},"{'ar': 2, 'de': 3, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",en,de,TIE
96,8th grade (13yo),{},"{'ar': 2, 'de': 1, 'en': 3}","{'ar': 3, 'de': 1, 'en': 2}","{'ar': 1, 'de': 2, 'en': 3}",de,TIE,en
97,8th grade (13yo),{},"{'en': 3, 'ar': 1, 'de': 2}","{'en': 2, 'ar': 1, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",ar,TIE,de
98,8th grade (13yo),{},"{'en': 1, 'de': 3, 'ar': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
99,8th grade (13yo),{},"{'ar': 2, 'de': 3, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,ar,de
100,9th grade (14yo),{},"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'de': 3, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",ar,TIE,de
101,9th grade (14yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
102,9th grade (14yo),{},"{'ar': 2, 'en': 3, 'de': 1}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}",en,ar,TIE
103,10th grade (15yo),{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",en,TIE,de
104,10th grade (15yo),{},"{'en': 2, 'ar': 3, 'de': 1}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
105,10th grade (15yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",en,de,ar
106,10th grade (15yo),{},"{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 3, 'de': 2}",en,de,ar
107,10th grade (15yo),{},"{'ar': 2, 'de': 3, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,ar,de
108,2nd grade (7yo),{},"{'en': 1, 'de': 3, 'ar': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
109,2nd grade (7yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
110,2nd grade (7yo),{},"{'ar': 1, 'en': 3, 'de': 2}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",ar,de,TIE
111,4th grade (9yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
112,4th grade (9yo),{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}",en,ar,de
113,4th grade (9yo),{},"{'ar': 2, 'de': 3, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,ar,de
114,4th grade (9yo),{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
115,4th grade (9yo),{},"{'en': 3, 'ar': 1, 'de': 2}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
116,4th grade (9yo),{},"{'en': 2, 'ar': 3, 'de': 1}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
117,4th grade (9yo),{},"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
118,6th grade (11yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",en,de,ar
119,6th grade (11yo),{},"{'ar': 2, 'de': 3, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",en,de,TIE
120,6th grade (11yo),{},"{'en': 2, 'de': 3, 'ar': 1}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,TIE,de
121,6th grade (11yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
122,7th grade (12 yo),{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",en,ar,de
123,7th grade (12 yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",en,de,ar
124,7th grade (12 yo),{},"{'de': 3, 'en': 1, 'ar': 2}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",en,de,ar
125,7th grade (12 yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
126,8th grade (13yo),{},"{'ar': 1, 'de': 3, 'en': 2}","{'ar': 2, 'de': 3, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",ar,TIE,de
127,8th grade (13yo),{},"{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 2, 'de': 3}",en,de,ar
128,8th grade (13yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,ar
129,8th grade (13yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",en,de,ar
130,9th grade (14yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",en,de,ar
131,9th grade (14yo),{},"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 3, 'en': 2}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
132,9th grade (14yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
133,9th grade (14yo),{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
134,10th grade (15yo),{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}",en,ar,de
135,10th grade (15yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
136,10th grade (15yo),{},"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
137,2nd grade (7yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}",en,de,ar
138,2nd grade (7yo),{},"{'de': 3, 'en': 1, 'ar': 2}","{'de': 1, 'en': 2, 'ar': 3}","{'de': 3, 'en': 1, 'ar': 2}",en,ar,de
139,2nd grade (7yo),{},"{'en': 1, 'de': 3, 'ar': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
140,2nd grade (7yo),{},"{'de': 3, 'ar': 2, 'en': 1}","{'de': 3, 'ar': 2, 'en': 1}","{'de': 3, 'ar': 2, 'en': 1}",en,ar,de
141,4th grade (9yo),{},"{'ar': 2, 'en': 3, 'de': 1}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}",en,ar,TIE
142,4th grade (9yo),{},"{'ar': 3, 'en': 2, 'de': 1}","{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",TIE,en,de
143,6th grade (11yo),{},"{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
144,6th grade (11yo),{},"{'de': 2, 'ar': 1, 'en': 3}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 3, 'en': 2}",TIE,de,ar
145,6th grade (11yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
146,6th grade (11yo),{},"{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,de,ar
147,6th grade (11yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
148,6th grade (11yo),{},"{'de': 3, 'ar': 2, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 3, 'en': 2}",en,TIE,ar
149,7th grade (12 yo),{},"{'ar': 1, 'de': 2, 'en': 3}","{'de': 1, 'ar': 3, 'en': 2}","{'de': 1, 'ar': 3, 'en': 2}",de,en,ar
150,7th grade (12 yo),{},"{'ar': 2, 'de': 3, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,ar,de
151,7th grade (12 yo),{},"{'de': 1, 'ar': 2, 'en': 3}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
