"Topic Area","Topic","Progress Level","Exercise","gemini-2.5-flash solution"
"Numbers and Operations","Applying Calculation Strategies","C","استخدم التقدير عن طريق التقريب: 51 × 19، ثم تحقق من الإجابة.","بالتأكيد! لحل هذه المسألة، سنتبع خطوتين رئيسيتين: التقدير عن طريق التقريب أولاً، ثم التحقق من الإجابة الدقيقة.

**المسألة:** استخدم التقدير عن طريق التقريب: 51 × 19، ثم تحقق من الإجابة.

---

### الخطوة 1: التقدير عن طريق التقريب (Estimation by Rounding)

الفكرة من التقدير هي تبسيط الأرقام لجعل الحساب أسهل وأسرع، مع الحصول على إجابة قريبة من الإجابة الدقيقة.

1.  **قرب كل عدد إلى أقرب عشرة:**
    *   **العدد الأول: 51**
        *   الرقم في خانة الآحاد هو 1.
        *   بما أن 1 أقل من 5 (قاعدة التقريب: إذا كان الرقم 0، 1، 2، 3، 4، نقرب للأسفل أو نترك خانة العشرات كما هي ونجعل الآحاد صفر)، فإننا نقرب 51 إلى أقرب عشرة وهي **50**.
        *   (51 ≈ 50)

    *   **العدد الثاني: 19**
        *   الرقم في خانة الآحاد هو 9.
        *   بما أن 9 أكبر من أو يساوي 5 (قاعدة التقريب: إذا كان الرقم 5، 6، 7، 8، 9، نقرب للأعلى أو نضيف واحدًا لخانة العشرات ونجعل الآحاد صفر)، فإننا نقرب 19 إلى أقرب عشرة وهي **20**.
        *   (19 ≈ 20)

2.  **أجرِ عملية الضرب باستخدام الأعداد المقربة:**
    *   الآن، اضرب الأعداد التي قربتها:
        **50 × 20**
    *   لضرب هذه الأعداد بسرعة، اضرب الأرقام غير الصفرية أولاً، ثم أضف الأصفار المتبقية:
        *   5 × 2 = 10
        *   لدينا صفر واحد في 50 وصفر واحد في 20، أي مجموع صفرين.
        *   لذا، نضع الصفرين بعد الـ 10: 1000

*   **التقدير الناتج هو: 1000**

---

### الخطوة 2: التحقق من الإجابة (Checking the Answer)

للتحقق من مدى دقة تقديرنا، علينا الآن حساب الإجابة الدقيقة لـ 51 × 19.

1.  **أجرِ عملية الضرب القياسية للأعداد الأصلية:**
    ```
      51
    x 19
    ----
    459  (51 × 9)  <-- اضرب 51 في 9
   510  (51 × 10) <-- اضرب 51 في 1 (وهي في خانة العشرات، لذا نضع صفرًا قبل الناتج)
    ----
    969  (459 + 510)
    ```

*   **الإجابة الدقيقة هي: 969**

---

### المقارنة (Comparison)

الآن نقارن التقدير بالإجابة الدقيقة:

*   **التقدير:** 1000
*   **الإجابة الدقيقة:** 969

كما ترى، الإجابة التقديرية (1000) قريبة جداً من الإجابة الدقيقة (969). هذا يعني أن تقديرنا كان جيداً ومفيداً للحصول على فكرة سريعة عن الناتج قبل إجراء الحساب الدقيق.

---

**ملخص الحل:**

*   **التقدير:** 51 قُربت إلى 50، و 19 قُربت إلى 20.
    *   50 × 20 = **1000**
*   **التحقق (الإجابة الدقيقة):** 51 × 19 = **969**

وهكذا، تكون قد استخدمت التقدير بالتقريب ثم تحققت من إجابتك."
"Numbers and Operations","Applying Calculation Strategies","C","استخدم خاصية التوزيع لتسهيل عملية الضرب: 23 × 4 = ___","بالتأكيد! خاصية التوزيع (Distributive Property) هي طريقة رائعة لتبسيط عمليات الضرب، خاصة عندما يكون أحد الأعداد كبيراً بعض الشيء.

المسألة هي: **23 × 4 = ___**

إليك الخطوات بالتفصيل باستخدام خاصية التوزيع:

**الفكرة الأساسية:**
خاصية التوزيع تعني أننا يمكننا تفكيك أحد العددين إلى مجموع عددين أو أكثر يسهل التعامل معهما، ثم نضرب العدد الآخر في كل جزء من هذا المجموع على حدة، وأخيراً نجمع النواتج.
الصيغة الرياضية: `أ × (ب + ج) = (أ × ب) + (أ × ج)`

**تطبيق الخطوات على المسألة (23 × 4):**

1.  **فكك أحد العددين إلى مجموع يسهل ضربه:**
    العدد 23 يمكن تفكيكه بسهولة إلى: **20 + 3** (عشرات وآحاد). هذا التفكيك يجعل عملية الضرب أسهل بكثير.
    إذن، المسألة تصبح: **(20 + 3) × 4**

2.  **وزع عملية الضرب على كل جزء من المجموع:**
    الآن، سنضرب العدد 4 في كل جزء من المجموع (20 و 3) بشكل منفصل:
    *   اضرب 4 في 20.
    *   اضرب 4 في 3.

    رياضياً، نكتبها هكذا:
    **(20 × 4) + (3 × 4)**

3.  **قم بإجراء عمليات الضرب الجزئية:**
    *   **20 × 4 = 80** (يمكنك التفكير فيها كـ 2 × 4 = 8، ثم أضف الصفر).
    *   **3 × 4 = 12**

4.  **اجمع النواتج الجزئية:**
    الآن، اجمع نتائج الضرب التي حصلت عليها:
    **80 + 12 = 92**

**النتيجة النهائية:**

إذن، **23 × 4 = 92**

**ملخص الخطوات:**

*   **23 × 4**
*   فكك 23 إلى (20 + 3).
*   أصبح (20 + 3) × 4.
*   وزع الضرب: (20 × 4) + (3 × 4).
*   احسب: 80 + 12.
*   اجمع: 92."
"Numbers and Operations","Applying Calculation Strategies","D","قدر ناتج ضرب 398 في 52 من خلال تقريب كلا العددين، ثم احسب الناتج الدقيق للتحقق.","بالتأكيد! دعنا نقوم بحل هذه المسألة خطوة بخطوة.

المسألة هي: ""قدّر ناتج ضرب 398 في 52 من خلال تقريب كلا العددين، ثم احسب الناتج الدقيق للتحقق.""

هذه المسألة تتطلب جزأين: التقدير (التقريب) ثم الحساب الدقيق.

---

### الجزء الأول: التقدير (التقريب)

الهدف من التقدير هو جعل الأرقام أسهل للتعامل معها ذهنياً للحصول على إجابة سريعة ومعقولة.

1.  **تقريب العدد الأول: 398**
    *   العدد 398 قريب جداً من 400.
    *   إذا قمنا بتقريبه إلى أقرب مئة، يصبح **400**.

2.  **تقريب العدد الثاني: 52**
    *   العدد 52 قريب من 50.
    *   إذا قمنا بتقريبه إلى أقرب عشرة، يصبح **50**.

3.  **ضرب الأعداد المقرّبة:**
    *   الآن نضرب الأعداد التي قمنا بتقريبها:
        400 × 50
    *   لضرب هذه الأرقام، اضرب الأرقام غير الصفرية أولاً، ثم أضف جميع الأصفار في النهاية:
        *   4 × 5 = 20
        *   يوجد ثلاثة أصفار في المجموع (اثنان من 400 وواحد من 50).
        *   لذا، الناتج التقديري هو **20000**.

---

### الجزء الثاني: الحساب الدقيق (الضرب الطويل)

الآن، لنحسب الناتج الفعلي والدقيق لـ 398 × 52. نستخدم طريقة الضرب الطويل:

```
  398
x  52
-----
```

1.  **اضرب 398 في الآحاد (الرقم 2):**
    *   2 × 8 = 16 (نضع 6 ونحمل 1)
    *   2 × 9 = 18 + 1 (المحمول) = 19 (نضع 9 ونحمل 1)
    *   2 × 3 = 6 + 1 (المحمول) = 7
    *   الناتج الجزئي الأول هو: **796**

    ```
      398
    x  52
    -----
      796  (هذا ناتج 398 × 2)
    ```

2.  **اضرب 398 في العشرات (الرقم 5). تذكر أن تضع صفراً في منزلة الآحاد كخانة للحجز قبل البدء بالضرب:**
    *   نضع 0 في البداية.
    *   5 × 8 = 40 (نضع 0 ونحمل 4)
    *   5 × 9 = 45 + 4 (المحمول) = 49 (نضع 9 ونحمل 4)
    *   5 × 3 = 15 + 4 (المحمول) = 19 (نضع 19)
    *   الناتج الجزئي الثاني هو: **19900**

    ```
      398
    x  52
    -----
      796  (398 × 2)
    19900  (398 × 50، مع وضع الصفر أولاً)
    -----
    ```

3.  **اجمع النواتج الجزئية:**
    *   اجمع 796 و 19900:
        ```
          796
        + 19900
        -----
        20696
        ```
    *   الناتج الدقيق هو: **20696**

---

### التحقق والمقارنة

*   **الناتج التقديري:** 20000
*   **الناتج الدقيق:** 20696

كما ترى، الناتج التقديري (20000) قريب جداً من الناتج الدقيق (20696). هذا يشير إلى أن التقدير كان معقولاً، وأن الحساب الدقيق على الأرجح صحيح.

**ملخص الحل:**
*   **التقدير:** 398 ≈ 400 ، 52 ≈ 50. الناتج التقديري = 400 × 50 = **20000**.
*   **الحساب الدقيق:** 398 × 52 = **20696**.

أتمنى أن يكون هذا الشرح واضحاً ومفيداً لك!"
"Numbers and Operations","Applying Calculation Strategies","D","اطرح: −15 − (−8)","بالتأكيد! هذه المسألة تتعلق بطرح الأعداد الصحيحة، وتحديداً طرح عدد سالب من عدد سالب. لنحلها خطوة بخطوة:

المسألة هي: **$-15 - (-8)$**

**الخطوات لحل المسألة:**

1.  **فهم قاعدة طرح العدد السالب:**
    القاعدة الأساسية في الرياضيات هي أن **""طرح عدد سالب هو نفسه إضافة العدد الموجب المقابل له""**.
    بمعنى آخر، إذا رأيت **`− (−عدد)`**، فإنه يتحول إلى **`+ (نفس العدد)`**.

2.  **تطبيق القاعدة على المسألة:**
    في مسألتنا، لدينا **`− (−8)`**.
    وفقاً للقاعدة، هذا الجزء يتحول إلى **`+ 8`**.

3.  **إعادة كتابة المسألة بعد التحويل:**
    المسألة الأصلية: **`-15 - (-8)`**
    تصبح: **`-15 + 8`**

4.  **حل عملية الجمع الجديدة:**
    الآن لدينا عملية جمع عددين بإشارتين مختلفتين (عدد سالب وهو -15، وعدد موجب وهو +8).
    عند جمع عددين بإشارات مختلفة:
    *   اطرح القيم المطلقة للعددين (تجاهل الإشارات مؤقتًا).
        القيم المطلقة هي: $|-15| = 15$ و $|8| = 8$
        اطرحهما: `15 - 8 = 7`
    *   خذ إشارة العدد الذي قيمته المطلقة أكبر.
        قارن القيم المطلقة: `15` (من -15) أكبر من `8` (من +8).
        العدد 15 جاء من -15، وإشارة -15 هي سالبة.
        لذلك، ستكون النتيجة النهائية سالبة.

5.  **النتيجة النهائية:**
    بناءً على الخطوات السابقة، `−15 + 8` تساوي **`-7`**.

**إذن، الحل هو:**
$-15 - (-8)$
$= -15 + 8$
$= \mathbf{-7}$"
"Numbers and Operations","Applying Calculation Strategies","D","طبق ترتيب العمليات: 6 + 3 × (8 − 5)²","لحل هذه المسألة الرياضية، يجب علينا تطبيق **ترتيب العمليات الحسابية** (Order of Operations)، والذي يُعرف عادةً بالاختصار **PEMDAS** (Parentheses Exponents Multiplication and Division Addition and Subtraction) أو **BODMAS** (Brackets Orders Division and Multiplication Addition and Subtraction).

ترتيب العمليات هو كالتالي:

1.  **الأقواس (P**arentheses / **B**rackets): قم بإجراء العمليات داخل الأقواس أولاً.
2.  **الأسس (E**xponents / **O**rders): قم بحساب القيم التي تحتوي على أسس.
3.  **الضرب والقسمة (M**ultiplication and **D**ivision): قم بإجراء عمليات الضرب والقسمة من اليسار إلى اليمين.
4.  **الجمع والطرح (A**ddition and **S**ubtraction): قم بإجراء عمليات الجمع والطرح من اليسار إلى اليمين.

دعنا نطبق هذه الخطوات على المسألة:
`6 + 3 × (8 − 5)²`

---

**الخطوة الأولى: الأقواس (Parentheses)**
نبدأ بالعملية الموجودة داخل القوس `(8 − 5)`.
`8 − 5 = 3`

الآن، نعيد كتابة المسألة بعد حل الأقواس:
`6 + 3 × (3)²`

---

**الخطوة الثانية: الأسس (Exponents)**
الآن نبحث عن أي أسس. لدينا `(3)²`.
`3² = 3 × 3 = 9`

نعيد كتابة المسألة بعد حل الأسس:
`6 + 3 × 9`

---

**الخطوة الثالثة: الضرب والقسمة (Multiplication and Division)**
نبحث عن عمليات الضرب أو القسمة. لدينا `3 × 9`.
`3 × 9 = 27`

نعيد كتابة المسألة بعد حل الضرب:
`6 + 27`

---

**الخطوة الرابعة: الجمع والطرح (Addition and Subtraction)**
أخيراً، نقوم بعمليات الجمع أو الطرح من اليسار إلى اليمين. لدينا `6 + 27`.
`6 + 27 = 33`

---

**إذن، الناتج النهائي هو 33.**

**ملخص الخطوات:**

1.  `6 + 3 × (8 − 5)²`
2.  `6 + 3 × (3)²` (حل الأقواس)
3.  `6 + 3 × 9` (حل الأسس)
4.  `6 + 27` (حل الضرب)
5.  `33` (حل الجمع)"
"Numbers and Operations","Applying Calculation Strategies","D","استخدم القسمة المطولة لحل: ٣٦٧٢ ÷ ١٦","بالتأكيد! دعنا نقوم بحل المسألة 3672 ÷ 16 باستخدام القسمة المطولة خطوة بخطوة.

**المسألة:** 3672 ÷ 16

*   **المقسوم:** 3672 (العدد الذي نقسمه)
*   **المقسوم عليه:** 16 (العدد الذي نقسم عليه)
*   **خارج القسمة:** (الناتج الذي نبحث عنه)
*   **الباقي:** (ما يتبقى في النهاية)

لنبدأ! تخيل أن لديك شكل القسمة المطولة حيث يكون 3672 تحت ""المظلة"" و16 خارجها إلى اليسار.

---

**الخطوة 1: البدء من اليسار**

1.  **انظر إلى أول رقم في المقسوم (من اليسار):** هل 3 يمكن قسمته على 16؟ لا، لأن 3 أصغر من 16.
2.  **خذ أول رقمين من المقسوم:** 36.
3.  **اقسم:** كم مرة يتكرر 16 في 36؟
    *   16 × 1 = 16
    *   16 × 2 = 32
    *   16 × 3 = 48 (كبير جداً)
    *   إذن، 16 تتكرر في 36 مرتين (2).
4.  **اكتب 2** فوق الرقم 6 في المقسوم (فوق 36). هذا هو أول رقم في خارج القسمة.
5.  **اضرب:** اضرب الرقم الذي كتبته للتو (2) في المقسوم عليه (16): 2 × 16 = 32.
6.  **اطرح:** اطرح الناتج (32) من الرقمين الذين استخدمتهما (36): 36 - 32 = 4.
7.  **النتيجة الجزئية:** لديك الآن 4 تحت 36.

---

**الخطوة 2: أنزل الرقم التالي**

1.  **أنزل:** أنزل الرقم التالي من المقسوم (7) بجانب الباقي (4). يصبح لديك 47.
2.  **اقسم:** كم مرة يتكرر 16 في 47؟
    *   16 × 1 = 16
    *   16 × 2 = 32
    *   16 × 3 = 48 (كبير جداً)
    *   إذن، 16 تتكرر في 47 مرتين (2).
3.  **اكتب 2** بجانب الرقم الأول في خارج القسمة (بجانب الـ 2 الأولى). أصبح خارج القسمة حتى الآن 22.
4.  **اضرب:** اضرب الرقم الذي كتبته للتو (2) في المقسوم عليه (16): 2 × 16 = 32.
5.  **اطرح:** اطرح الناتج (32) من 47: 47 - 32 = 15.
6.  **النتيجة الجزئية:** لديك الآن 15 تحت 47.

---

**الخطوة 3: أنزل الرقم الأخير**

1.  **أنزل:** أنزل الرقم الأخير من المقسوم (2) بجانب الباقي (15). يصبح لديك 152.
2.  **اقسم:** كم مرة يتكرر 16 في 152؟ (قد تحتاج لتخمين واختبار هنا)
    *   تخمين: 16 قريبة من 15. 150 ÷ 15 = 10. فلنجرب رقمًا قريبًا من 10، مثل 9.
    *   16 × 9 = 144.
    *   16 × 10 = 160 (كبير جداً).
    *   إذن، 16 تتكرر في 152 تسع مرات (9).
3.  **اكتب 9** بجانب الرقم الثاني في خارج القسمة (بجانب الـ 22). أصبح خارج القسمة حتى الآن 229.
4.  **اضرب:** اضرب الرقم الذي كتبته للتو (9) في المقسوم عليه (16): 9 × 16 = 144.
5.  **اطرح:** اطرح الناتج (144) من 152: 152 - 144 = 8.
6.  **النتيجة الجزئية:** لديك الآن 8 تحت 152.

---

**الخطوة 4: الانتهاء**

*   لا توجد أرقام أخرى لتنزيلها من المقسوم (3672).
*   الباقي النهائي هو 8.
*   خارج القسمة النهائي هو 229.

---

**التحقق من الإجابة:**

للتأكد من أن إجابتك صحيحة، يمكنك استخدام القاعدة التالية:
(خارج القسمة × المقسوم عليه) + الباقي = المقسوم

(229 × 16) + 8 = ؟
3664 + 8 = 3672

بما أن 3672 هي نفسها المقسوم الأصلي، فإن إجابتك صحيحة!

**الناتج النهائي:** 3672 ÷ 16 = 229 والباقي 8."
"Numbers and Operations","Applying Calculation Strategies","E","سعر سترة هو ٨٠ دينار، وقد تم تخفيض سعرها بنسبة ٢٥٪، ثم تم إضافة ضريبة قدرها ١٠٪. ما هو السعر النهائي؟","بالتأكيد، لنقم بحل هذه المسألة خطوة بخطوة. المسألة تتضمن عمليتين متتاليتين على السعر: تخفيض ثم إضافة ضريبة.

**الخطوات الأساسية لحل المسألة:**

1.  **حساب السعر بعد التخفيض:** سنحسب قيمة التخفيض (٢٥٪ من السعر الأصلي)، ثم نطرحها من السعر الأصلي.
2.  **حساب السعر النهائي بعد إضافة الضريبة:** سنحسب قيمة الضريبة (١٠٪ من السعر *بعد التخفيض*)، ثم نضيفها إلى السعر بعد التخفيض.

---

**الآن، لنطبق هذه الخطوات:**

**المعطيات:**
*   السعر الأصلي للسترة: ٨٠ دينار
*   نسبة التخفيض: ٢٥٪
*   نسبة الضريبة: ١٠٪

---

**الخطوة الأولى: حساب السعر بعد التخفيض**

*   **أولاً، نحسب قيمة التخفيض:**
    *   قيمة التخفيض = نسبة التخفيض × السعر الأصلي
    *   قيمة التخفيض = ٢٥٪ × ٨٠ دينار
    *   لتحويل النسبة المئوية إلى كسر عشري أو اعتيادي: ٢٥٪ = ٢٥/١٠٠ = ٠.٢٥
    *   قيمة التخفيض = ٠.٢٥ × ٨٠ = ٢٠ دينار

*   **ثانياً، نحسب السعر بعد التخفيض:**
    *   السعر بعد التخفيض = السعر الأصلي - قيمة التخفيض
    *   السعر بعد التخفيض = ٨٠ دينار - ٢٠ دينار = ٦٠ دينار

    **إذن، سعر السترة بعد التخفيض هو ٦٠ دينار.**

---

**الخطوة الثانية: حساب السعر النهائي بعد إضافة الضريبة**

*   **ملاحظة هامة:** الضريبة تُضاف على السعر *بعد التخفيض*، وليس على السعر الأصلي.

*   **أولاً، نحسب قيمة الضريبة:**
    *   قيمة الضريبة = نسبة الضريبة × السعر بعد التخفيض
    *   قيمة الضريبة = ١٠٪ × ٦٠ دينار
    *   لتحويل النسبة المئوية إلى كسر عشري: ١٠٪ = ١٠/١٠٠ = ٠.١٠
    *   قيمة الضريبة = ٠.١٠ × ٦٠ = ٦ دنانير

*   **ثانياً، نحسب السعر النهائي:**
    *   السعر النهائي = السعر بعد التخفيض + قيمة الضريبة
    *   السعر النهائي = ٦٠ دينار + ٦ دنانير = ٦٦ دينار

---

**السعر النهائي للسترة هو ٦٦ دينار.**

---

**ملخص سريع للحل:**

1.  **التخفيض:**
    *   ٢٥٪ من ٨٠ = ٢٠ دينار (قيمة التخفيض)
    *   ٨٠ - ٢٠ = ٦٠ دينار (السعر بعد التخفيض)

2.  **الضريبة:**
    *   ١٠٪ من ٦٠ = ٦ دنانير (قيمة الضريبة)
    *   ٦٠ + ٦ = ٦٦ دينار (السعر النهائي)

آمل أن يكون الشرح واضحًا ومفصلاً!"
"Numbers and Operations","Applying Calculation Strategies","E","قدّر التكلفة الإجمالية لمبالغ ٧.٨٥ دينار، ١٢.٤٩ دينار، و٤.٣٠ دينار عن طريق تقريبها لأقرب دينار.","بالتأكيد! لحل هذه المسألة، سنتبع خطوتين رئيسيتين: أولاً، تقريب كل مبلغ لأقرب دينار، ثم جمع المبالغ المقربة للحصول على التكلفة الإجمالية المقدرة.

**المسألة:** قدّر التكلفة الإجمالية لمبالغ ٧.٨٥ دينار، ١٢.٤٩ دينار، و٤.٣٠ دينار عن طريق تقريبها لأقرب دينار.

---

**خطوات الحل:**

**الخطوة 1: تقريب كل مبلغ لأقرب دينار**

قاعدة التقريب لأقرب عدد صحيح (دينار في هذه الحالة):
*   انظر إلى الرقم الأول بعد الفاصلة العشرية (جزء من عشرة).
*   إذا كان هذا الرقم **٥ أو أكبر (٥، ٦، ٧، ٨، ٩)**، قم بزيادة العدد الصحيح بمقدار ١.
*   إذا كان هذا الرقم **أقل من ٥ (٠، ١، ٢، ٣، ٤)**، اترك العدد الصحيح كما هو (مع إزالة الأرقام العشرية).

دعنا نطبق هذه القاعدة على كل مبلغ:

*   **المبلغ الأول: ٧.٨٥ دينار**
    *   الرقم الأول بعد الفاصلة العشرية هو **٨**.
    *   بما أن ٨ أكبر من ٥، نقوم بزيادة العدد الصحيح (٧) بمقدار ١.
    *   ٧.٨٥ دينار تُقرب إلى **٨ دنانير**.

*   **المبلغ الثاني: ١٢.٤٩ دينار**
    *   الرقم الأول بعد الفاصلة العشرية هو **٤**.
    *   بما أن ٤ أقل من ٥، نترك العدد الصحيح (١٢) كما هو.
    *   ١٢.٤٩ دينار تُقرب إلى **١٢ دينارًا**.

*   **المبلغ الثالث: ٤.٣٠ دينار**
    *   الرقم الأول بعد الفاصلة العشرية هو **٣**.
    *   بما أن ٣ أقل من ٥، نترك العدد الصحيح (٤) كما هو.
    *   ٤.٣٠ دينار تُقرب إلى **٤ دنانير**.

---

**الخطوة 2: جمع المبالغ المقربة**

الآن بعد أن قمنا بتقريب كل مبلغ، نجمع المبالغ المقربة للحصول على التكلفة الإجمالية المقدرة:

مبلغ مقرب 1 + مبلغ مقرب 2 + مبلغ مقرب 3 = التكلفة الإجمالية المقدرة
٨ دنانير + ١٢ دينارًا + ٤ دنانير = **٢٤ دينارًا**

---

**الخلاصة:**

*   ٧.٨٥ دينار ≈ ٨ دنانير
*   ١٢.٤٩ دينار ≈ ١٢ دينارًا
*   ٤.٣٠ دينار ≈ ٤ دنانير

**التكلفة الإجمالية المقدرة هي ٨ + ١٢ + ٤ = ٢٤ دينارًا.**"
"Numbers and Operations","Applying Calculation Strategies","E","جهاز لابتوب كان سعره في الأصل ٨٥٠ دينار، وتم خصم ٢٠٪ من السعر. بعد ذلك، تم استخدام قسيمة بقيمة ٥٠ دينار. ما السعر النهائي؟","بالتأكيد! دعنا نحل هذه المسألة خطوة بخطوة بطريقة واضحة ومبسطة.

**المعطيات لدينا:**
*   السعر الأصلي للابتوب: ٨٥٠ دينار
*   نسبة الخصم الأول: ٢٠٪
*   قيمة القسيمة (الخصم الثاني): ٥٠ دينار

**الخطوات لحساب السعر النهائي:**

---

**الخطوة ١: حساب قيمة الخصم المئوي (٢٠٪)**

*   لإيجاد ٢٠٪ من ٨٥٠ دينار، نضرب السعر الأصلي في النسبة المئوية (بعد تحويلها إلى رقم عشري أو كسر).
    *   ٢٠٪ تعادل ٠.٢٠ أو ٢٠/١٠٠.
*   **الحساب:**
    *   قيمة الخصم الأول = السعر الأصلي × نسبة الخصم
    *   قيمة الخصم الأول = ٨٥٠ × ٠.٢٠
    *   قيمة الخصم الأول = **١٧٠ دينار**

---

**الخطوة ٢: حساب السعر بعد الخصم المئوي**

*   الآن نطرح قيمة الخصم التي حسبناها في الخطوة الأولى من السعر الأصلي.
*   **الحساب:**
    *   السعر بعد الخصم الأول = السعر الأصلي - قيمة الخصم الأول
    *   السعر بعد الخصم الأول = ٨٥٠ - ١٧٠
    *   السعر بعد الخصم الأول = **٦٨٠ دينار**

---

**الخطوة ٣: تطبيق خصم القسيمة**

*   الآن وقد أصبح لدينا السعر الجديد بعد الخصم الأول (٦٨٠ دينار)، نطرح منه قيمة القسيمة.
*   **الحساب:**
    *   السعر النهائي = السعر بعد الخصم الأول - قيمة القسيمة
    *   السعر النهائي = ٦٨٠ - ٥٠
    *   السعر النهائي = **٦٣٠ دينار**

---

**النتيجة النهائية:**

السعر النهائي للابتوب بعد تطبيق الخصم المئوي والقسيمة هو **٦٣٠ دينار**."
"Numbers and Operations","Applying Calculation Strategies","E","استخدم التعويض لحل المسألة بسرعة: 199 + 68","بالتأكيد! ""التعويض"" هنا يعني أننا نعدّل أحد الأرقام ليصبح أسهل في الجمع، ثم نعوض هذا التعديل في الرقم الآخر. الهدف هو الحصول على رقم ""مدوّر"" (مثل 100، 200، 50، 70) لأن الجمع والطرح مع هذه الأرقام يكون أسهل بكثير.

لنحل المسألة: **199 + 68**

**الفكرة الأساسية:**
الرقم 199 قريب جداً من 200 (أكثر سهولة للتعامل معه). يمكننا أن نفكر في 199 على أنه (200 - 1).

**الخطوات:**

1.  **حدد الرقم الذي ستقوم بتعديله:**
    *   نلاحظ أن 199 قريب جدًا من 200. (فرق 1 فقط).
    *   68 قريب من 70 أو 60، ولكن تعديل 199 هو الأسهل لأنه يتطلب إضافة/طرح أصغر قيمة (1).

2.  **قم بتعديل الرقم الأسهل:**
    *   لتحويل 199 إلى 200، نحتاج إلى إضافة 1.
    *   إذن، يمكننا كتابة 199 على النحو التالي: **(200 - 1)**.

3.  **أعد كتابة المسألة باستخدام التعويض:**
    *   المسألة الأصلية: 199 + 68
    *   باستخدام التعويض: **(200 - 1) + 68**

4.  **أعد ترتيب الأرقام للتبسيط:**
    *   الآن، لدينا (200 - 1) + 68.
    *   يمكننا إعادة ترتيبها لتصبح: **200 + (68 - 1)**.
    *   (هذه الخطوة مبنية على خاصية الدمج والتبديل في الجمع: a + (b - c) = (a - c) + b).

5.  **أجرِ العمليات الحسابية السهلة:**
    *   أولاً، اجمع الأرقام السهلة: 68 - 1 = **67**.
    *   ثانياً، أكمل العملية: 200 + 67 = **267**.

**النتيجة النهائية هي 267.**

**لماذا هذه الطريقة أسرع؟**
إنها تحول عملية جمع صعبة نسبيًا (199 + 68) إلى عملية جمع أبسط بكثير (200 + 67)، وهي أسهل بكثير للقيام بها ذهنياً.

هذا هو المقصود باستخدام ""التعويض"" أو ""التقريب والتعويض"" لحل مسائل الجمع بسرعة."
