"Topic Area","Topic","Progress Level","Exercise","gemini-2.5-flash solution"
"Data frequencies and probabilities","Collect, display and read data","H","Erstelle eine Übersicht über den monatlichen Energieverbrauch für ein ganzes Jahr. Trage die Daten in ein Liniendiagramm ein und analysiere die saisonalen Unterschiede im Verbrauch.","Das ist eine großartige Matheaufgabe die dir hilft reale Daten zu verstehen und grafisch darzustellen! Da die Aufgabe keine konkreten Verbrauchsdaten vorgibt nehmen wir an du musst sie entweder selbst schätzen (was oft der Fall ist um das Verständnis zu testen) oder du hast Zugriff auf die tatsächlichen Daten eines Haushalts.

Ich erkläre dir Schritt für Schritt wie du vorgehst:

---

### **Schritt 1: Datenbeschaffung / Schätzung des monatlichen Energieverbrauchs**

*   **Wenn du echte Daten hast:** Suche alte Strom- und Gasrechnungen (oder ähnliches für Heizöl Fernwärme etc.). Notiere dir den Verbrauch für jeden Monat eines Jahres. Oft sind Jahresabrechnungen in monatliche Zeiträume unterteilt.
*   **Wenn du Daten schätzen musst (wahrscheinlicher für eine Schulaufgabe):** Überlege dir wie der Energieverbrauch in einem Haushalt über das Jahr verteilt ist.
    *   **Wintermonate (ca. Oktober - April):** Deutlich höherer Verbrauch durch Heizen mehr Licht (kürzere Tage) eventuell längere Nutzung von Elektrogeräten (mehr drinnen).
    *   **Sommermonate (ca. Mai - September):** Deutlich geringerer Verbrauch da nicht geheizt wird weniger Licht benötigt wird.
    *   **Übergangsmonate (Frühling/Herbst):** Der Verbrauch fällt bzw. steigt allmählich.

**Beispiel für geschätzte Daten (kWh - Kilowattstunden - typische Einheit für Strom und Gas):**
Nehmen wir an es ist ein durchschnittlicher Haushalt mit Heizung.

| Monat      | Geschätzter Energieverbrauch (kWh) | Anmerkung                                                                 |
| :--------- | :--------------------------------- | :------------------------------------------------------------------------ |
| Januar     | 450                                | Hoch: Heizen Licht                                                     |
| Februar    | 420                                | Hoch: Heizen Licht                                                     |
| März       | 380                                | Beginnender Rückgang: Weniger Heizen mehr Tageslicht                   |
| April      | 300                                | Weiterer Rückgang: Nur noch wenig Heizen deutlich mehr Tageslicht      |
| Mai        | 250                                | Niedrig: Keine Heizung viel Tageslicht                                 |
| Juni       | 220                                | Niedrig: Keine Heizung lange Tage                                      |
| Juli       | 200                                | Tiefpunkt: Keine Heizung eventuell Urlaubszeit (weniger Verbrauch)     |
| August     | 210                                | Tiefpunkt: Keine Heizung eventuell Urlaubszeit (weniger Verbrauch)     |
| September  | 240                                | Leichter Anstieg: Tage werden kürzer evtl. erste Heiztage am Abend     |
| Oktober    | 320                                | Deutlicher Anstieg: Heizperiode beginnt wieder weniger Tageslicht      |
| November   | 400                                | Hoch: Heizen Licht                                                     |
| Dezember   | 430                                | Hoch: Heizen Licht eventuell erhöhter Verbrauch durch Feiertage/Beleuchtung |

---

### **Schritt 2: Erstellung der Übersicht (Tabelle)**

Die obige Tabelle ist bereits deine Übersicht über den monatlichen Energieverbrauch. Sie sollte übersichtlich gestaltet sein.

*   **Titel:** Monatlicher Energieverbrauch (Beispieljahr: 2023)
*   **Spalten:** ""Monat"" und ""Energieverbrauch (kWh)""
*   **Reihen:** Die 12 Monate des Jahres mit den jeweiligen Verbrauchsdaten.

---

### **Schritt 3: Daten in ein Liniendiagramm übertragen**

Ein Liniendiagramm ist ideal um Veränderungen über die Zeit darzustellen.

**Vorgehensweise:**

1.  **Zeichne ein Koordinatensystem:**
    *   **X-Achse (Horizontal):** Beschrifte sie mit den Monaten des Jahres (Jan Feb Mär ... Dez).
    *   **Y-Achse (Vertikal):** Beschrifte sie mit ""Energieverbrauch (kWh)"". Wähle eine geeignete Skalierung die deine niedrigsten und höchsten Werte abdeckt (z.B. von 0 kWh bis 500 kWh in 50er- oder 100er-Schritten).

2.  **Trage die Datenpunkte ein:**
    *   Für jeden Monat suchst du den entsprechenden Wert auf der Y-Achse und setzt an dieser Stelle einen Punkt über dem jeweiligen Monat auf der X-Achse.
    *   Beispiel: Für Januar (450 kWh) setzt du einen Punkt über ""Jan"" auf der Höhe von 450 auf der Y-Achse.

3.  **Verbinde die Punkte:**
    *   Zeichne eine Linie von Punkt zu Punkt beginnend bei Januar und endend bei Dezember.

4.  **Gib dem Diagramm einen Titel:**
    *   Z.B.: ""Monatlicher Energieverbrauch im Jahresverlauf""

5.  **Beschriftungen:**
    *   Beschrifte beide Achsen klar und deutlich (X-Achse: Monat Y-Achse: Energieverbrauch in kWh).
    *   Vergiss nicht die Einheit (kWh)!

**Tipps für das Diagramm:**
*   Du kannst das Diagramm per Hand zeichnen oder ein Computerprogramm wie Excel Google Sheets LibreOffice Calc oder GeoGebra nutzen. Diese Programme erstellen das Diagramm automatisch wenn du die Daten eingibst.
*   Achte auf Lesbarkeit und Übersichtlichkeit.

---

### **Schritt 4: Analyse der saisonalen Unterschiede im Verbrauch**

Sobald du dein Liniendiagramm vor dir hast ist es Zeit für die Analyse. Schau dir die Kurve an und beantworte folgende Fragen:

1.  **Wann ist der Verbrauch am höchsten?**
    *   Antwort (basierend auf unserem Beispiel): In den Wintermonaten (Dezember Januar Februar).
    *   **Warum?** Dies ist hauptsächlich auf den erhöhten Bedarf an **Heizenergie** zurückzuführen. In den kalten Monaten muss geheizt werden und dies macht oft den größten Teil des Energieverbrauchs aus. Auch der Bedarf an **Beleuchtung** ist höher da die Tage kürzer sind.

2.  **Wann ist der Verbrauch am niedrigsten?**
    *   Antwort (basierend auf unserem Beispiel): In den Sommermonaten (Juli August).
    *   **Warum?** In dieser Zeit wird in der Regel **nicht geheizt**. Die Tage sind länger sodass weniger Beleuchtung benötigt wird. Eventuell sind Bewohner auch im Urlaub was den Verbrauch weiter senkt.

3.  **Wie entwickeln sich die Übergangsphasen (Frühling und Herbst)?**
    *   **Frühling (März April Mai):** Die Kurve fällt ab. Der Heizbedarf sinkt allmählich mit steigenden Temperaturen und längeren Tagen.
    *   **Herbst (September Oktober November):** Die Kurve steigt an. Die Tage werden kürzer die Temperaturen sinken und der Heizbedarf beginnt wieder zu steigen.

4.  **Gibt es Ausreißer oder besondere Muster?**
    *   Manchmal kann es im Sommer einen kleinen Anstieg geben wenn Klimaanlagen genutzt werden (in Deutschland seltener für Haushalte aber möglich). Oder durch Poolpumpen etc.
    *   Im Dezember kann es durch Weihnachtsbeleuchtung oder vermehrte Anwesenheit zu Hause einen zusätzlichen kleinen Peak geben.

**Formulierung deiner Analyse:**

Beginne mit einer allgemeinen Beobachtung und gehe dann ins Detail:

*   ""Das Liniendiagramm zeigt einen **deutlichen saisonalen Unterschied** im Energieverbrauch über das Jahr hinweg.""
*   ""Der Verbrauch erreicht seinen **Höhepunkt in den Wintermonaten** von [Monat 1] bis [Monat 2] mit Spitzenwerten von etwa [höchster Wert] kWh. Dies ist primär auf den **Heizbedarf** und den erhöhten Bedarf an **Beleuchtung** während der kürzeren Tage zurückzuführen.""
*   ""Im Gegensatz dazu ist der Verbrauch in den **Sommermonaten** von [Monat 3] bis [Monat 4] am **niedrigsten** mit Werten um [niedrigster Wert] kWh. In dieser Zeit wird in der Regel nicht geheizt und das natürliche Tageslicht ist ausreichend.""
*   ""Die Monate im **Frühling** ([Monat 5] bis [Monat 6]) zeigen einen **kontinuierlichen Rückgang** des Verbrauchs während die Monate im **Herbst** ([Monat 7] bis [Monat 8]) einen **allmählichen Anstieg** aufweisen da die Heizperiode wieder beginnt.""
*   ""Zusammenfassend lässt sich sagen dass die **Außentemperatur und die Tageslänge** die Hauptfaktoren sind die den monatlichen Energieverbrauch maßgeblich beeinflussen.""

---

Viel Erfolg bei deiner Matheaufgabe! Das ist eine sehr praktische Anwendung von Mathematik die dir hilft die Welt um dich herum besser zu verstehen."
"Data frequencies and probabilities","Collect, display and read data","H","Ein Kreisdiagramm zeigt die Kategorien A, B und C mit zentralen Winkeln von 90°, 120° und 150°. Bestimme den Prozentsatz für jede Kategorie.","Gerne erkläre ich dir wie du diese Matheaufgabe lösen kannst!

Der Schlüssel zum Lösen dieser Aufgabe liegt im Verständnis dass ein **vollständiger Kreis 360 Grad** (360°) hat und gleichzeitig **100% der gesamten Daten** in einem Kreisdiagramm repräsentiert.

Um den Prozentsatz für jede Kategorie zu bestimmen musst du den zentralen Winkel der jeweiligen Kategorie ins Verhältnis zum Gesamtwinkel des Kreises (360°) setzen und dieses Verhältnis dann in einen Prozentsatz umrechnen.

**Die Formel lautet:**

$$ \text{Prozentsatz} = \left( \frac{\text{Winkel der Kategorie}}{\text{Gesamtwinkel des Kreises}} \right) \times 100\% $$

Da der Gesamtwinkel eines Kreises immer 360° ist wird die Formel zu:

$$ \text{Prozentsatz} = \left( \frac{\text{Winkel der Kategorie}}{360^\circ} \right) \times 100\% $$

Wenden wir dies nun auf deine Kategorien an:

---

### **1. Kategorie A:**
*   **Winkel:** 90°

$$ \text{Prozentsatz A} = \left( \frac{90^\circ}{360^\circ} \right) \times 100\% $$
$$ \text{Prozentsatz A} = 0.25 \times 100\% $$
$$ \text{Prozentsatz A} = \mathbf{25\%} $$

---

### **2. Kategorie B:**
*   **Winkel:** 120°

$$ \text{Prozentsatz B} = \left( \frac{120^\circ}{360^\circ} \right) \times 100\% $$
$$ \text{Prozentsatz B} = \frac{1}{3} \times 100\% $$
$$ \text{Prozentsatz B} = 0.3333... \times 100\% $$
$$ \text{Prozentsatz B} = \mathbf{33.33\%} \text{ (gerundet auf zwei Dezimalstellen)} $$

---

### **3. Kategorie C:**
*   **Winkel:** 150°

$$ \text{Prozentsatz C} = \left( \frac{150^\circ}{360^\circ} \right) \times 100\% $$
$$ \text{Prozentsatz C} = \frac{15}{36} \times 100\% = \frac{5}{12} \times 100\% $$
$$ \text{Prozentsatz C} = 0.41666... \times 100\% $$
$$ \text{Prozentsatz C} = \mathbf{41.67\%} \text{ (gerundet auf zwei Dezimalstellen)} $$

---

### **Zusammenfassung und Kontrolle:**

*   **Kategorie A:** 25%
*   **Kategorie B:** 33.33%
*   **Kategorie C:** 41.67%

**Kontrolle:** Um sicherzustellen dass deine Berechnungen korrekt sind addiere alle Prozentsätze. Das Ergebnis sollte 100% (oder sehr nahe dran wenn gerundet wurde) sein.
25% + 33.33% + 41.67% = 100.00%

Und die Summe der Winkel sollte 360° ergeben:
90° + 120° + 150° = 360°

Die Berechnungen sind also korrekt!"
"Data frequencies and probabilities","Compare and evaluate data","B","Betrachte das folgende Balkendiagramm: An welchen zwei Tagen trugen die meisten Schüler Hüte? [Mo (5), Di (5), Mi (4), Do (1), Fr (3)]","Absolut! Diese Aufgabe ist ein gutes Beispiel dafür wie man Informationen aus einem Diagramm liest und interpretiert.

Hier ist eine Schritt-für-Schritt-Anleitung wie du diese Matheaufgabe lösen kannst:

**Die Aufgabe:**
""Betrachte das folgende Balkendiagramm: An welchen zwei Tagen trugen die meisten Schüler Hüte? [Mo (5) Di (5) Mi (4) Do (1) Fr (3)]""

---

**Lösungsstrategie:**

1.  **Verstehe die Frage:**
    *   Du suchst die **zwei Tage** an denen die **meisten Schüler** Hüte trugen. Das Wort ""meisten"" bedeutet du suchst die höchsten Zahlenwerte.

2.  **Analysiere die gegebenen Daten:**
    Dir sind die Tage und die zugehörigen Anzahlen der Schüler (die Hüte trugen) bereits als Liste gegeben als ob du sie aus einem Balkendiagramm abgelesen hättest:
    *   Montag (Mo): 5 Schüler
    *   Dienstag (Di): 5 Schüler
    *   Mittwoch (Mi): 4 Schüler
    *   Donnerstag (Do): 1 Schüler
    *   Freitag (Fr): 3 Schüler

3.  **Finde die höchsten Zahlenwerte:**
    Schau dir alle Zahlen an und identifiziere die größten. Es hilft oft sie der Größe nach zu ordnen (entweder im Kopf oder auf einem Zettel):
    *   5 (Mo)
    *   5 (Di)
    *   4 (Mi)
    *   3 (Fr)
    *   1 (Do)

4.  **Wähle die obersten zwei aus:**
    Die zwei höchsten Zahlen sind 5 und 5.
    Diese 5en gehören zu Montag und Dienstag.

5.  **Formuliere die Antwort:**
    Die zwei Tage an denen die meisten Schüler Hüte trugen sind **Montag** und **Dienstag**.

---

**Zusammenfassend:**

Du musst nur die Zahlen vergleichen die zu jedem Tag gehören und die Tage finden die die größten Zahlen aufweisen. Wenn nach ""zwei Tagen"" gefragt ist suchst du einfach die beiden größten Werte in deiner Liste.

In diesem Fall sind die größten Werte 5 (Montag) und 5 (Dienstag)."
"Data frequencies and probabilities","Compare and evaluate data","B","An welchem Tag fiel der meiste Regen: Montag (20 mm), Dienstag (12 mm), Mittwoch (25 mm)?","Diese Aufgabe ist eine typische Vergleichsaufgabe bei der du die größte Zahl finden musst. So gehst du Schritt für Schritt vor:

**1. Die Frage verstehen:**
*   Du suchst den Tag an dem der ""meiste Regen"" fiel. ""Meiste"" bedeutet du suchst die höchste oder größte Zahl unter den gegebenen Regenmengen.

**2. Die gegebenen Daten auflisten:**
*   Montag: 20 mm
*   Dienstag: 12 mm
*   Mittwoch: 25 mm

**3. Die Zahlen vergleichen:**
*   Nimm die erste Zahl (20 mm vom Montag) und vergleiche sie mit der zweiten (12 mm vom Dienstag).
    *   Ist 20 größer als 12? Ja. Also hatte der Montag mehr Regen als der Dienstag.
*   Jetzt nimm die bisher größte Zahl (20 mm vom Montag) und vergleiche sie mit der letzten Zahl (25 mm vom Mittwoch).
    *   Ist 20 größer als 25? Nein.
    *   Ist 25 größer als 20? Ja.
*   Damit ist 25 die größte Zahl von allen dreien.

**4. Die Antwort formulieren:**
*   Die größte Regenmenge 25 mm fiel am Mittwoch.

**Lösung:**
Der meiste Regen fiel also am **Mittwoch** mit 25 mm."
"Data frequencies and probabilities","Compare and evaluate data","B","Bestimme den Unterschied zwischen dem höchsten und dem tiefsten Wert in der folgenden Zahlensammlung: 3, 6, 8, 5, 3, 2.","Gerne helfe ich dir dabei diese Matheaufgabe zu lösen!

Die Aufgabe lautet: ""Bestimme den Unterschied zwischen dem höchsten und dem tiefsten Wert in der folgenden Zahlensammlung: 3 6 8 5 3 2.""

Diese Art von Aufgabe ist sehr grundlegend in der Statistik und wird oft verwendet um die ""Spannweite"" (im Englischen ""Range"") einer Datenmenge zu bestimmen.

Hier ist wie du Schritt für Schritt vorgehst:

---

**Schritt 1: Den höchsten Wert finden**
*   Schau dir alle Zahlen in deiner Sammlung an: `3 6 8 5 3 2`
*   Finde die Zahl die am größten ist.
*   In dieser Sammlung ist die größte Zahl die **8**.

---

**Schritt 2: Den tiefsten Wert finden**
*   Schau dir die Zahlen noch einmal an: `3 6 8 5 3 2`
*   Finde die Zahl die am kleinsten ist.
*   In dieser Sammlung ist die kleinste Zahl die **2**.

---

**Schritt 3: Den Unterschied berechnen**
*   Das Wort ""Unterschied"" bedeutet in der Mathematik immer dass du eine Subtraktion (Minusrechnung) durchführen musst.
*   Du ziehst den kleineren Wert vom größeren Wert ab.
*   Höchster Wert - Tiefster Wert = Unterschied
*   `8 - 2 = 6`

---

**Lösung / Ergebnis:**

Der Unterschied zwischen dem höchsten und dem tiefsten Wert in der Zahlensammlung (3 6 8 5 3 2) ist **6**.

---

**Zusammenfassung des Vorgehens:**

1.  **Durchsuchen:** Die Zahlenreihe nach dem größten Wert durchsuchen.
2.  **Durchsuchen:** Die Zahlenreihe nach dem kleinsten Wert durchsuchen.
3.  **Berechnen:** Den kleinsten Wert vom größten Wert subtrahieren.

So einfach löst du diese Art von Aufgabe!"
"Data frequencies and probabilities","Compare and evaluate data","B","Welche Farbe hatte die mittlere Anzahl an Stimmen: Rot (4), Blau (7), Grün (3)?","Diese Art von Aufgabe ist sehr einfach und erfordert nur einen kleinen Trick: Du musst die Stimmenzahlen der Größe nach ordnen.

Hier ist die Schritt-für-Schritt-Anleitung:

1.  **Schreibe die Stimmenzahlen auf:**
    *   Rot: 4
    *   Blau: 7
    *   Grün: 3

2.  **Ordne die Stimmenzahlen der Größe nach (vom kleinsten zum größten):**
    *   3 (Grün)
    *   4 (Rot)
    *   7 (Blau)

3.  **Finde die Zahl in der Mitte:**
    In der geordneten Liste (3 4 7) ist die Zahl in der Mitte die **4**.

4.  **Finde die Farbe die zu dieser mittleren Zahl gehört:**
    Die Farbe mit 4 Stimmen war **Rot**.

**Fazit:**

Die Farbe die die mittlere Anzahl an Stimmen hatte war **Rot**."
"Data frequencies and probabilities","Compare and evaluate data","C","Bestimme den Unterschied zwischen dem höchsten und dem niedrigsten Wert in dem Säulendiagramm.","Hallo! Diese Aufgabe ist eigentlich ganz einfach zu lösen wenn man die richtigen Schritte befolgt. Es geht darum Informationen aus einem Säulendiagramm zu entnehmen und eine einfache Rechnung durchzuführen.

**Was du benötigst:**
*   Dein **Säulendiagramm**: Das ist die Quelle deiner Daten.

**Schritt-für-Schritt-Anleitung:**

1.  **Den höchsten Wert finden:**
    *   Schau dir alle Säulen im Diagramm genau an.
    *   Finde die Säule die **am höchsten** ist (die längste oder höchste).
    *   Lies den Wert ab der zu dieser Säule gehört. Dieser Wert steht meistens an der Y-Achse (der vertikalen Achse) neben der Säule oder direkt auf der Säule selbst.
    *   Merke dir diesen Wert oder schreibe ihn auf.

2.  **Den niedrigsten Wert finden:**
    *   Gehe genauso vor aber suche diesmal die Säule die **am niedrigsten** ist (die kürzeste).
    *   Lies den Wert ab der zu dieser niedrigsten Säule gehört.
    *   Merke dir diesen Wert oder schreibe ihn auf.

3.  **Den Unterschied berechnen:**
    *   Nimm den höchsten Wert den du in Schritt 1 gefunden hast.
    *   Ziehe den niedrigsten Wert den du in Schritt 2 gefunden hast von ihm ab.
    *   Die Formel ist also: **Höchster Wert - Niedrigster Wert = Unterschied**
    *   Das Ergebnis dieser Subtraktion ist die Antwort auf deine Aufgabe.

---

**Beispiel zur Veranschaulichung:**

Stell dir vor dein Säulendiagramm zeigt die Besucherzahlen eines Museums an fünf verschiedenen Tagen:

*   **Montag:** 150 Besucher
*   **Dienstag:** 200 Besucher
*   **Mittwoch:** 100 Besucher
*   **Donnerstag:** 250 Besucher
*   **Freitag:** 175 Besucher

**Anwendung der Schritte:**

1.  **Höchster Wert finden:**
    *   Die höchste Säule ist beim **Donnerstag** mit **250 Besuchern**.
    *   *Höchster Wert = 250*

2.  **Niedrigster Wert finden:**
    *   Die niedrigste Säule ist beim **Mittwoch** mit **100 Besuchern**.
    *   *Niedrigster Wert = 100*

3.  **Unterschied berechnen:**
    *   Unterschied = Höchster Wert - Niedrigster Wert
    *   Unterschied = 250 - 100
    *   **Unterschied = 150**

**Antwort:** Der Unterschied zwischen dem höchsten und dem niedrigsten Wert beträgt 150 (Besucher).

---

**Zusammenfassend:**
Einfach ausgedrückt suchst du die größte und die kleinste Zahl im Diagramm und rechnest ""Groß - Klein"".

**Wichtiger Tipp:**
Achte genau darauf welche Werte die Achsen des Diagramms darstellen (z.B. Einheiten wie Besucher Euro Meter etc.) damit du die richtige Einheit für dein Ergebnis hast.

Viel Erfolg beim Lösen!"
"Data frequencies and probabilities","Compare and evaluate data","C","Berechne den Durchschnitt dieser Testnoten: 80, 85, 90, 95, 100.","Gerne erkläre ich dir Schritt für Schritt wie du den Durchschnitt (auch arithmetisches Mittel genannt) dieser Testnoten berechnest.

Der Durchschnitt ist eine Zahl die den ""typischen"" Wert einer Menge von Zahlen darstellt. Die Formel dafür ist ganz einfach:

**Durchschnitt = (Summe aller Werte) / (Anzahl der Werte)**

Wenden wir das auf deine Noten an: 80 85 90 95 100.

---

**Schritt 1: Addiere alle Noten (Summe der Werte)**

Du musst alle Noten zusammenrechnen um die Gesamtpunktzahl zu erhalten.

*   80 + 85 + 90 + 95 + 100 = **450**

Die Summe deiner Noten ist also 450.

---

**Schritt 2: Zähle die Anzahl der Noten (Anzahl der Werte)**

Zähle wie viele Noten du überhaupt hast.

*   Wir haben die Noten: 80 85 90 95 100
*   Das sind insgesamt **5** Noten.

Die Anzahl der Noten ist also 5.

---

**Schritt 3: Teile die Summe durch die Anzahl**

Jetzt teilst du die Summe die du in Schritt 1 berechnet hast durch die Anzahl der Noten aus Schritt 2.

*   Durchschnitt = 450 / 5
*   Durchschnitt = **90**

---

**Ergebnis:**

Der Durchschnitt deiner Testnoten ist **90**.

So einfach geht's! Diese Methode funktioniert immer egal wie viele Noten du hast oder wie hoch sie sind."
"Data frequencies and probabilities","Compare and evaluate data","C","Berechne die Spannweite: 45, 39, 50, 48","Gerne das ist eine typische Aufgabe aus dem Bereich der Statistik genauer gesagt der beschreibenden Statistik.

**Was ist die Spannweite?**

Die Spannweite (im Englischen auch ""Range"" genannt) ist ein sehr einfaches Maß für die **Streuung** von Daten. Sie gibt dir an wie groß der **Unterschied zwischen dem größten und dem kleinsten Wert** in einer Datenreihe ist.

**So gehst du vor um die Spannweite zu berechnen:**

1.  **Finde den größten Wert (Maximum)** in deiner Datenreihe.
2.  **Finde den kleinsten Wert (Minimum)** in deiner Datenreihe.
3.  **Subtrahiere den kleinsten Wert vom größten Wert.**

Die Formel lautet also:
**Spannweite = Maximum - Minimum**

---

**Wenden wir das auf deine Aufgabe an:**

Deine Datenreihe ist: **45 39 50 48**

1.  **Größter Wert (Maximum) finden:**
    Schau dir die Zahlen an: 45 39 50 48.
    Der größte Wert in dieser Reihe ist **50**.

2.  **Kleinster Wert (Minimum) finden:**
    Schau dir die Zahlen an: 45 39 50 48.
    Der kleinste Wert in dieser Reihe ist **39**.

3.  **Die Differenz berechnen (Maximum - Minimum):**
    Spannweite = 50 - 39
    **Spannweite = 11**

---

**Die Lösung:**

Die Spannweite deiner Datenreihe (45 39 50 48) beträgt **11**.

---

**Merke dir:**
Die Spannweite gibt dir einen schnellen wenn auch manchmal ungenauen Überblick darüber wie weit die Daten auseinanderliegen. Sie ist sehr einfach zu berechnen!"
"Data frequencies and probabilities","Compare and evaluate data","C","Welche Zahl fehlt, wenn der Durchschnitt von 3 Zahlen 10 beträgt und zwei von ihnen 8 und 12 sind?","Gerne helfe ich dir dabei diese Aufgabe Schritt für Schritt zu lösen!

**Verständnis des Durchschnitts:**

Der Durchschnitt (oder Mittelwert) von Zahlen wird berechnet indem man die **Summe aller Zahlen** durch die **Anzahl der Zahlen** teilt.

*   **Formel:** Durchschnitt = (Summe der Zahlen) / (Anzahl der Zahlen)

**Deine Aufgabe Schritt für Schritt lösen:**

1.  **Finde die Gesamtsumme der drei Zahlen:**
    *   Wir wissen dass der Durchschnitt der 3 Zahlen 10 beträgt.
    *   Wenn der Durchschnitt 10 ist und es 3 Zahlen sind können wir die Formel umkehren um die Gesamtsumme zu finden:
        *   **Gesamtsumme = Durchschnitt × Anzahl der Zahlen**
        *   Gesamtsumme = 10 × 3
        *   **Gesamtsumme = 30**
    *   Das bedeutet wenn du alle drei Zahlen zusammenzählen würdest wäre das Ergebnis 30.

2.  **Addiere die beiden bekannten Zahlen:**
    *   Wir wissen dass zwei der Zahlen 8 und 12 sind.
    *   Addiere diese beiden Zahlen:
        *   Summe der bekannten Zahlen = 8 + 12
        *   **Summe der bekannten Zahlen = 20**

3.  **Berechne die fehlende Zahl:**
    *   Du kennst jetzt die Gesamtsumme aller drei Zahlen (30) und die Summe der beiden bekannten Zahlen (20).
    *   Um die fehlende dritte Zahl zu finden ziehst du einfach die Summe der bekannten Zahlen von der Gesamtsumme ab:
        *   **Fehlende Zahl = Gesamtsumme - Summe der bekannten Zahlen**
        *   Fehlende Zahl = 30 - 20
        *   **Fehlende Zahl = 10**

**Antwort:**

Die fehlende Zahl ist **10**.

**Überprüfung (optional):**

Wenn die drei Zahlen 8 12 und 10 sind:
*   Summe: 8 + 12 + 10 = 30
*   Durchschnitt: 30 / 3 = 10
Das stimmt mit der Angabe in der Aufgabe überein!"
"Data frequencies and probabilities","Compare and evaluate data","C","An welchem Tag gab es den größten Anstieg der Werte im Liniendiagramm?","Gerne helfe ich dir dabei diese Aufgabe zu lösen!

Um herauszufinden an welchem Tag es den größten Anstieg der Werte in einem Liniendiagramm gab musst du die **Steigung der Linie** zwischen den einzelnen Tagen betrachten.

Hier ist wie du vorgehen kannst:

**1. Verstehe was ""Anstieg"" bedeutet:**
*   Ein Anstieg bedeutet dass der Wert von einem Tag zum nächsten *höher* wird. Im Liniendiagramm siehst du das daran dass die Linie *nach oben* geht.
*   Der ""größte Anstieg"" bedeutet dass die Linie an einer Stelle am steilsten nach oben geht.

**2. Schritt-für-Schritt-Anleitung:**

*   **Schritt 1: Ignoriere alle Abfälle oder gleichbleibende Werte.**
    *   Konzentriere dich nur auf die Abschnitte in denen die Linie von einem Tag zum nächsten nach oben geht. Wenn die Linie fällt oder waagerecht verläuft gab es keinen Anstieg (oder sogar einen Rückgang) und dieser Abschnitt ist für deine Frage irrelevant.

*   **Schritt 2: Identifiziere die Anfangs- und Endwerte für jeden Anstieg.**
    *   Gehe von Tag zu Tag durch (z.B. von Montag zu Dienstag von Dienstag zu Mittwoch usw.).
    *   Für jeden Abschnitt in dem die Linie nach oben geht lies den Wert am *Starttag* (z.B. Montag) und den Wert am *Endtag* (z.B. Dienstag) ab.

*   **Schritt 3: Berechne die Differenz (den Anstieg) für jeden dieser Abschnitte.**
    *   Anstieg = Wert am Endtag - Wert am Starttag
    *   Mache das für alle Tage an denen ein Anstieg stattfand.

    **Beispiel:**
    *   **Montag:** Wert 10
    *   **Dienstag:** Wert 15
        *   Anstieg von Montag auf Dienstag = 15 - 10 = 5
    *   **Mittwoch:** Wert 12 (Hier gab es einen Rückgang von Dienstag auf Mittwoch also ignorierst du diesen Abschnitt für die Anstiegsfrage.)
    *   **Donnerstag:** Wert 20
        *   Anstieg von Mittwoch auf Donnerstag = 20 - 12 = 8 (Wichtig: Du berechnest den Anstieg *zwischen* zwei Tagen also von Mittwoch *auf* Donnerstag.)
    *   **Freitag:** Wert 21
        *   Anstieg von Donnerstag auf Freitag = 21 - 20 = 1

*   **Schritt 4: Vergleiche alle berechneten Anstiege miteinander.**
    *   Schaue dir die Ergebnisse deiner Berechnungen aus Schritt 3 an.
    *   Der größte Wert ist der größte Anstieg.

    **Beispiel-Fortsetzung:**
    *   Anstieg Montag auf Dienstag: 5
    *   Anstieg Mittwoch auf Donnerstag: 8
    *   Anstieg Donnerstag auf Freitag: 1
    *   Der größte Anstieg ist 8 und er fand **von Mittwoch auf Donnerstag** statt.

**Zusammenfassend:**
Du suchst den Abschnitt im Diagramm in dem die Linie am steilsten nach oben zeigt. Am zuverlässigsten findest du das indem du die genauen Zahlen für jeden Anstieg abliest und die Differenz berechnest. Der größte Differenzwert zeigt dir den Tag mit dem größten Anstieg an.

Viel Erfolg bei der Lösung der Aufgabe!"
